first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,AGE,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,R,S,T,U,V,Value
Inglebert,Butland,Male,805,1/30/1966,58,Actuary,Financial Services,Mass Customer,N,Yes,7,51837 Canary Center,2114,NSW,Australia,9,0.6,0.75,0.94,0.8,719,0.675
Brendis,Pineaux,Male,806,1/15/1978,46,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,5,43030 Carberry Way,2560,NSW,Australia,4,0.92,0.92,1.15,0.98,719,0.675
Jaimie,Lancastle,Male,807,10/23/1972,51,VP Marketing,n/a,Mass Customer,N,Yes,5,0 Bay Drive,2750,NSW,Australia,8,1.06,1.33,1.66,1.41,722,0.672
Glendon,Malham,Male,808,8/21/1965,58,Web Designer I,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,VIC,Australia,6,0.52,0.52,0.65,0.55,722,0.672
Morganica,Bentke,Female,809,1/3/1977,47,Marketing Assistant,IT,Affluent Customer,N,Yes,21,19453 Ramsey Point,3067,VIC,Australia,11,0.57,0.71,0.89,0.89,724,0.67
Calida,Schaben,Female,810,3/6/1969,55,Recruiting Manager,n/a,Mass Customer,N,Yes,10,1861 Chive Court,2199,NSW,Australia,9,0.96,1.2,1.5,1.28,725,0.669
Hallsy,Voysey,Male,811,3/11/1970,54,Business Systems Development Analyst,n/a,Mass Customer,N,No,16,9 Westerfield Point,3437,VIC,Australia,9,1.05,1.05,1.31,1.12,725,0.669
Lanny,Currall,Male,812,10/23/1997,26,Developer IV,n/a,High Net Worth,N,Yes,9,3 Redwing Center,2209,NSW,Australia,10,0.44,0.55,0.69,0.69,725,0.669
Son,Varney,Male,813,11/2/1993,30,Analog Circuit Design manager,Property,Mass Customer,N,Yes,10,189 Bayside Court,2480,NSW,Australia,7,0.91,1.14,1.42,1.21,725,0.669
Bartram,Caltun,Male,814,9/15/1956,67,Internal Auditor,Health,Affluent Customer,N,Yes,12,174 Farwell Point,2121,NSW,Australia,11,0.85,1.06,1.33,1.33,725,0.669
Halette,Borsi,Female,815,12/10/1961,62,Research Nurse,Health,Affluent Customer,N,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,0.81,1.01,1.27,1.27,725,0.669
Killie,Densie,Male,816,3/28/1997,27,Environmental Tech,IT,Mass Customer,N,Yes,11,62 Dryden Junction,2042,NSW,Australia,10,0.52,0.65,0.81,0.69,731,0.664
Mandi,Adamsson,Female,817,4/7/1992,32,Programmer Analyst I,Manufacturing,Mass Customer,N,Yes,5,25 Westerfield Road,4165,QLD,Australia,5,1,1.25,1.56,1.33,731,0.664
Kylila,Basezzi,Female,818,6/11/1945,78,Assistant Manager,n/a,Mass Customer,N,Yes,9,64 Armistice Point,4217,QLD,Australia,9,0.87,1.09,1.36,1.16,733,0.663
Yardley,Matten,Male,819,3/6/1991,33,Junior Executive,Financial Services,Mass Customer,N,No,15,74 Everett Court,4408,QLD,Australia,2,1.02,1.02,1.28,1.08,733,0.663
Shepperd,Leonards,Male,820,4/14/1981,43,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,38 Nobel Lane,2147,NSW,Australia,9,0.73,0.91,1.14,0.97,733,0.663
Hamel,Curzey,Male,821,4/4/1990,34,Structural Engineer,n/a,Mass Customer,N,Yes,9,6936 Homewood Avenue,4000,QLD,Australia,7,0.98,1.23,1.53,1.3,733,0.663
Fancie,Woofendell,Female,822,9/17/1966,57,Research Nurse,Health,Mass Customer,N,Yes,6,8 Crowley Center,4212,QLD,Australia,7,0.54,0.68,0.84,0.72,733,0.663
Zebulen,Emtage,Male,823,9/1/1963,60,Senior Developer,n/a,High Net Worth,N,Yes,17,44 Ronald Regan Parkway,4352,QLD,Australia,7,0.45,0.56,0.7,0.7,733,0.663
Micheil,Fleote,Male,824,9/20/1975,48,Civil Engineer,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,0.85,0.85,1.06,1.06,739,0.66
Cecily,Faircley,Female,825,6/12/1947,76,Accountant IV,IT,Affluent Customer,N,Yes,19,8 Bluejay Road,4301,QLD,Australia,1,0.75,0.94,1.17,1.17,739,0.66
Glory,Chilcott,Female,826,9/9/1939,84,,Telecommunications,High Net Worth,N,No,9,4286 Rowland Circle,4165,QLD,Australia,5,0.99,0.99,1.2375,1.2375,741,0.65875
Sinclair,Wark,Male,827,2/21/1974,50,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,44 Thompson Center,2134,NSW,Australia,9,1.05,1.31,1.64,1.39,741,0.659
Tomaso,Horsley,Male,828,4/16/2001,23,Junior Executive,Financial Services,Mass Customer,N,Yes,10,70360 Onsgard Plaza,3977,VIC,Australia,6,0.99,1.24,1.55,1.31,741,0.659
Gilli,Christophers,Female,829,3/2/1948,76,Database Administrator IV,Property,Affluent Customer,N,Yes,17,53870 Jay Pass,4575,QLD,Australia,9,0.83,1.04,1.3,1.3,744,0.656
Errick,Burgin,Male,830,8/19/1998,25,Professor,Entertainment,Mass Customer,N,No,11,417 Killdeer Alley,2650,NSW,Australia,2,0.67,0.67,0.84,0.71,744,0.656
Damian,Renard,Male,831,7/19/1976,47,Software Consultant,Retail,Affluent Customer,N,No,8,28 Prentice Trail,2155,NSW,Australia,10,0.94,0.94,1.18,1.18,744,0.656
Agnola,Batterson,Female,832,1/3/1980,44,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,7,216 Bultman Park,4305,QLD,Australia,3,0.97,0.97,1.21,1.03,747,0.655
Riki,Wandtke,Female,833,5/12/1962,62,Librarian,Entertainment,Mass Customer,N,Yes,5,435 Mitchell Street,4115,QLD,Australia,7,0.56,0.7,0.88,0.74,748,0.651
Mikol,Eck,Male,834,7/25/1975,48,VP Marketing,Financial Services,Mass Customer,N,Yes,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,0.88,1.1,1.38,1.17,748,0.651
Phyllis,Wibberley,Female,835,1/10/1971,53,Web Designer IV,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,0.96,0.96,1.2,1.2,750,0.65
Burt,Vasechkin,Male,836,4/15/1950,74,Senior Sales Associate,Retail,Mass Customer,N,Yes,20,89100 Rusk Crossing,3338,VIC,Australia,2,0.68,0.85,1.06,0.9,751,0.648
Adriana,Saundercock,U,837,,124,Nurse,IT,High Net Worth,N,Yes,14,82 Gina Junction,3806,VIC,Australia,7,0.47,0.59,0.73,0.73,751,0.648
Trudie,Phinnessy,Female,838,7/4/1960,63,,Financial Services,Mass Customer,N,Yes,15,077 Dennis Lane,3030,VIC,Australia,9,1.01,1.2625,1.578125,1.34140625,751,0.648125
Frederigo,Cribbott,Male,839,3/15/1965,59,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,0.77,0.77,0.96,0.82,754,0.646
Glenda,Eliet,Female,840,6/17/1974,49,Quality Control Specialist,n/a,Mass Customer,N,No,12,1 Fordem Way,3844,VIC,Australia,7,0.78,0.78,0.98,0.83,755,0.64
Darb,,Male,841,6/4/1969,54,Food Chemist,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,QLD,Australia,5,0.92,0.92,1.15,1.15,755,0.64
Cal,Van den Velde,Male,842,3/18/1996,28,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,77916 Moland Park,3174,VIC,Australia,6,0.58,0.73,0.91,0.91,755,0.64
Stephani,Sidsaff,Female,843,9/29/1973,50,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,0.54,0.68,0.84,0.72,755,0.64
Meade,Bampton,Male,844,4/25/1982,42,Health Coach III,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,NSW,Australia,7,0.69,0.69,0.86,0.86,755,0.64
Flore,Cashen,Female,845,6/21/1978,45,,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,Australia,4,0.45,0.45,0.5625,0.5625,760,0.6375
Leighton,Firbanks,Male,846,12/22/1973,50,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,1.04,1.04,1.3,1.3,760,0.638
Petr,Westman,Male,847,11/2/1987,36,Nurse Practicioner,Property,Mass Customer,N,No,7,98454 Dapin Park,4556,QLD,Australia,7,0.42,0.42,0.53,0.45,760,0.638
Yorgos,Dewhurst,Male,848,9/9/1950,73,Software Consultant,Argiculture,Affluent Customer,N,No,16,4 Talmadge Road,4701,QLD,Australia,1,0.86,0.86,1.08,1.08,760,0.638
Simmonds,Bapty,Male,849,1/4/2002,22,Junior Executive,Financial Services,Affluent Customer,N,No,8,47 Susan Park,2025,NSW,Australia,12,0.56,0.56,0.7,0.7,760,0.638
Hagen,MacCarter,Male,850,2/8/1983,41,,Entertainment,Affluent Customer,N,Yes,15,7 Ramsey Trail,3172,VIC,Australia,9,0.89,1.1125,1.390625,1.390625,760,0.6375
Cazzie,Stanwix,Male,851,10/1/1960,63,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7,0.43,0.54,0.67,0.67,760,0.638
Geoff,Gwillym,Male,852,2/22/1999,25,Clinical Specialist,Health,Affluent Customer,N,No,8,1 Eliot Plaza,2323,NSW,Australia,4,1.05,1.05,1.31,1.31,760,0.638
Simonette,,Female,853,4/6/1990,34,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,66 Hoffman Court,2232,NSW,Australia,8,0.69,0.86,1.08,1.08,760,0.638
Deirdre,Sturgeon,Female,854,12/22/1965,58,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,0.52,0.65,0.81,0.69,760,0.638
Andrea,Pendle,Female,855,8/5/1938,85,,n/a,High Net Worth,N,Yes,13,31281 Meadow Valley Way,4500,QLD,Australia,6,0.66,0.825,1.03125,1.03125,760,0.6375
Juliann,Siemantel,Female,856,12/15/1947,76,Librarian,Entertainment,Mass Customer,N,No,22,28 Parkside Park,3046,VIC,Australia,8,0.59,0.59,0.74,0.63,760,0.638
Janaye,Eade,Female,857,12/13/1984,39,Chief Design Engineer,Health,Affluent Customer,N,No,4,2782 Northridge Street,2420,NSW,Australia,3,0.79,0.79,0.99,0.99,760,0.638
Dylan,Stranio,Male,858,4/2/1953,71,Project Manager,Manufacturing,High Net Worth,N,Yes,9,3662 Beilfuss Lane,2170,NSW,Australia,8,1.01,1.26,1.58,1.58,773,0.63
Mel,Rochford,Female,859,7/23/1989,34,Assistant Professor,Retail,Mass Customer,N,Yes,4,56334 Vera Crossing,3013,VIC,Australia,9,1.1,1.38,1.72,1.46,774,0.627
Elvin,Trayhorn,Male,860,6/2/1993,30,VP Accounting,Financial Services,High Net Worth,N,No,10,79 Sheridan Point,2231,NSW,Australia,10,0.66,0.66,0.83,0.83,774,0.627
Dmitri,Viant,U,861,,124,Paralegal,Financial Services,Affluent Customer,N,No,5,95960 Warner Parkway,3842,VIC,Australia,1,0.69,0.69,0.86,0.86,774,0.627
Sonni,Milligan,Female,862,3/5/1988,36,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,04769 Dahle Plaza,3170,VIC,Australia,9,0.95,1.19,1.48,1.26,774,0.627
Kellina,Haygreen,Female,863,1/19/1966,58,Librarian,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,0.94,0.94,1.18,1.18,778,0.625
Yuma,Dennick,Male,864,11/10/1972,51,,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8,0.89,1.1125,1.390625,1.18203125,778,0.625
Ashleigh,,Female,865,4/5/1996,28,Budget/Accounting Analyst III,n/a,Mass Customer,N,Yes,6,922 Utah Avenue,3204,VIC,Australia,12,0.46,0.58,0.72,0.61,780,0.624
Therese,Brotherhood,Female,866,7/28/1981,42,Food Chemist,Health,Mass Customer,N,No,10,25044 Bay Avenue,2042,NSW,Australia,10,0.86,0.86,1.08,0.91,780,0.624
Pansie,Beccero,Female,867,7/7/1964,59,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,Australia,5,0.96,1.2,1.5,1.5,782,0.621
Reinaldos,Simmig,Male,868,1/15/1955,69,Nurse Practicioner,Manufacturing,High Net Worth,N,No,8,6112 Mariners Cove Park,3147,VIC,Australia,10,1.1,1.1,1.38,1.38,782,0.621
Calhoun,Mussington,Male,869,10/13/1992,31,Dental Hygienist,Health,Mass Customer,N,No,12,176 Fallview Plaza,2019,NSW,Australia,9,0.87,0.87,1.09,0.92,782,0.621
Winn,Wells,Male,870,4/12/1994,30,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,544 Pawling Road,2230,NSW,Australia,10,1.01,1.01,1.26,1.26,785,0.62
Rafi,Brettelle,Male,871,8/12/1956,67,Operator,Health,High Net Worth,N,No,6,11 Brickson Park Alley,2166,NSW,Australia,10,0.57,0.57,0.71,0.71,786,0.616
Fey,,Female,872,9/4/1957,66,Research Nurse,Health,High Net Worth,N,Yes,11,77 Paget Park,3147,VIC,Australia,12,1.01,1.26,1.58,1.58,786,0.616
Verne,Loalday,Male,873,3/20/1982,42,Marketing Assistant,IT,High Net Worth,N,No,7,598 Memorial Place,2082,NSW,Australia,10,0.86,0.86,1.08,1.08,788,0.613
Eleonora,Wiszniewski,Female,874,4/23/1980,44,Financial Advisor,Financial Services,Affluent Customer,N,No,9,6227 Quincy Terrace,4740,QLD,Australia,2,0.58,0.58,0.73,0.73,788,0.613
Fayre,Brannigan,Female,875,10/13/1992,31,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,31351 Sunbrook Place,2234,NSW,Australia,10,0.47,0.59,0.73,0.62,788,0.613
Eachelle,Noirel,Female,876,1/26/1974,50,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,Australia,6,1.02,1.28,1.59,1.59,791,0.612
Carl,Troyes,Male,877,3/12/1973,51,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,Australia,10,0.84,0.84,1.05,0.89,791,0.612
Cordie,Brankley,Female,878,9/21/1954,69,Librarian,Entertainment,High Net Worth,N,No,18,46 Westerfield Place,2195,NSW,Australia,6,0.9,0.9,1.13,1.13,793,0.611
Jackie,Pays,Male,879,11/9/1955,68,Developer I,Health,Mass Customer,N,No,9,75024 Ronald Regan Hill,2135,NSW,Australia,12,0.84,0.84,1.05,0.89,794,0.606
Carroll,Schlagman,Female,880,8/25/1951,72,Clinical Specialist,Health,Affluent Customer,N,No,13,15 Fisk Road,2099,NSW,Australia,9,0.62,0.62,0.78,0.78,795,0.604
Frans,Idale,Male,881,10/3/1969,54,Nurse,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,QLD,Australia,2,0.51,0.51,0.64,0.54,795,0.604
Amara,Clow,Female,882,11/17/1966,57,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,0.58,0.73,0.91,0.77,797,0.6
Anthony,Morison,Male,883,6/8/1938,85,General Manager,Health,Mass Customer,N,No,12,276 Derek Circle,2759,NSW,Australia,9,0.41,0.41,0.51,0.44,797,0.6
Cherye,Stanfield,Female,884,7/5/1981,42,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9,0.64,0.64,0.8,0.8,797,0.6
Ansell,Tolhurst,Male,885,8/11/1949,74,Chemical Engineer,Manufacturing,Affluent Customer,N,No,22,13 Montana Place,2232,NSW,Australia,10,1.1,1.1,1.38,1.38,797,0.6
Erminie,Rabidge,Female,886,3/9/1982,42,,Manufacturing,High Net Worth,N,No,17,1969 Melody Lane,2170,NSW,Australia,8,0.92,0.92,1.15,1.15,801,0.59765625
Rosene,Beckey,Female,887,5/21/1974,49,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,Australia,11,1.01,1.26,1.58,1.34,801,0.598
Darlleen,Shalcras,Female,888,9/14/1980,43,Health Coach I,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,NSW,Australia,10,0.68,0.68,0.85,0.72,801,0.598
Bryon,Goundry,Male,889,2/5/1951,73,Marketing Manager,Manufacturing,Mass Customer,N,No,21,005 Kensington Street,4165,QLD,Australia,5,0.78,0.78,0.98,0.83,804,0.595
Sherwin,Minocchi,Male,890,7/13/1947,76,Project Manager,n/a,Mass Customer,N,Yes,11,1 Alpine Crossing,2536,NSW,Australia,8,0.71,0.89,1.11,0.94,804,0.595
Luci,Dyter,Female,891,5/30/1952,71,Software Test Engineer I,Manufacturing,High Net Worth,N,No,20,2 Namekagon Trail,3981,VIC,Australia,7,0.59,0.59,0.74,0.74,804,0.595
Sloan,Pudney,Male,892,11/10/1964,59,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,0.51,0.51,0.64,0.64,804,0.595
Otes,Elegood,Male,893,11/25/1940,83,Programmer III,Financial Services,High Net Worth,N,No,21,2632 Del Mar Point,2226,NSW,Australia,11,0.47,0.47,0.59,0.59,808,0.595
Davie,Blay,Male,894,12/19/1985,38,Financial Analyst,Financial Services,Mass Customer,N,No,8,7021 5th Alley,2770,NSW,Australia,7,0.93,0.93,1.16,0.99,808,0.595
Dorolice,Osmon,Female,895,1/15/1961,63,,Financial Services,Affluent Customer,N,No,15,602 Clove Center,3046,VIC,Australia,6,0.97,0.97,1.2125,1.2125,810,0.5875
Meade,McReedy,Female,896,11/23/1968,55,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,NSW,Australia,10,0.8,1,1.25,1.25,810,0.588
Rikki,Chaffey,Male,897,6/11/1945,78,Chemical Engineer,Manufacturing,Mass Customer,N,No,20,9 Spohn Way,4127,QLD,Australia,1,0.82,0.82,1.03,0.87,810,0.588
Adria,Van den Velde,Female,898,7/10/1978,45,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,6030 Becker Plaza,2261,NSW,Australia,7,0.94,1.18,1.47,1.47,810,0.588
Dmitri,,Male,899,2/6/1991,33,,Financial Services,High Net Worth,N,Yes,15,4 Mallory Pass,3690,VIC,Australia,4,0.53,0.6625,0.828125,0.828125,810,0.5875
Maddalena,Hencke,Female,900,12/9/1952,71,Help Desk Operator,n/a,High Net Worth,N,No,22,64037 Swallow Crossing,4170,QLD,Australia,5,0.79,0.79,0.99,0.99,810,0.588
Rand,Winchcum,Male,901,4/10/2000,24,Software Consultant,n/a,Affluent Customer,N,No,3,4594 Jackson Hill,2146,NSW,Australia,7,0.55,0.55,0.69,0.69,810,0.588
Rowen,Sollas,Male,902,4/23/1960,64,Dental Hygienist,Health,Mass Customer,N,No,5,4 Anzinger Street,4556,QLD,Australia,8,0.47,0.47,0.59,0.5,817,0.587
Boothe,Hayselden,Male,903,5/18/1940,84,Computer Systems Analyst III,Health,Mass Customer,N,Yes,17,33 Pond Point,2291,NSW,Australia,10,0.62,0.78,0.97,0.82,817,0.587
Noak,Sleany,Male,904,5/4/1965,59,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,VIC,Australia,10,0.41,0.41,0.51,0.51,817,0.587
Callean,Wass,Male,905,12/15/1988,35,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,0593 Stoughton Center,3073,VIC,Australia,8,0.96,0.96,1.2,1.2,820,0.584
Keelby,Sudlow,Male,906,9/1/1988,35,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,8042 Cherokee Court,3163,VIC,Australia,8,1.1,1.1,1.38,1.38,820,0.584
Rodrique,Vernon,Male,907,8/6/1978,45,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,5864 Mcbride Trail,3174,VIC,Australia,8,0.43,0.43,0.54,0.54,820,0.584
Brod,Attrey,Male,908,11/5/1966,57,Budget/Accounting Analyst III,n/a,Mass Customer,N,Yes,14,180 Lakewood Park,2194,NSW,Australia,8,0.51,0.64,0.8,0.68,820,0.584
Manny,Mandy,Male,909,1/28/1977,47,Account Representative III,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,QLD,Australia,7,0.92,0.92,1.15,0.98,820,0.584
Becky,Lassen,Female,910,5/11/1973,50,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,Australia,8,0.6,0.75,0.94,0.8,820,0.584
Tessa,Heakey,Female,911,5/31/1971,52,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,VIC,Australia,6,0.9,0.9,1.13,0.96,820,0.584
Herbert,Henryson,Male,912,10/10/1995,28,Marketing Manager,n/a,Mass Customer,N,No,4,05123 Bobwhite Plaza,2528,NSW,Australia,9,0.76,0.76,0.95,0.81,820,0.584
Cristie,Bence,Female,913,4/17/2000,24,Automation Specialist II,n/a,High Net Worth,N,No,9,3413 Schmedeman Court,4122,QLD,Australia,8,0.55,0.55,0.69,0.69,828,0.58
Renate,Whyte,Female,914,12/8/1963,60,Registered Nurse,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,NSW,Australia,7,0.95,1.19,1.48,1.48,828,0.58
Toma,Woolforde,Female,915,3/9/1992,32,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,76 Melody Avenue,2092,NSW,Australia,12,0.95,1.19,1.48,1.26,830,0.578
Dorie,Dunleavy,Female,916,5/5/1962,62,Registered Nurse,Health,Affluent Customer,N,No,12,1 Mcguire Lane,3356,VIC,Australia,4,0.46,0.46,0.58,0.58,830,0.578
Ellie,Toope,Female,917,8/11/1973,50,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,0.85,1.06,1.33,1.33,832,0.575
Leonora,Swetenham,Female,918,10/5/1967,56,,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,Australia,10,0.82,1.025,1.28125,1.0890625,832,0.575
Teodor,Mullinder,Male,919,8/26/1962,61,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,VIC,Australia,5,1.03,1.03,1.29,1.29,832,0.575
Jared,Fendlow,Male,920,8/25/1963,60,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,0.53,0.53,0.66,0.56,832,0.575
Porty,Hansed,U,921,,124,General Manager,IT,Mass Customer,N,No,13,768 Southridge Drive,2112,NSW,Australia,11,0.92,0.92,1.15,0.98,832,0.575
Andy,Deeming,Male,922,1/9/1979,45,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,63386 Talisman Hill,4556,QLD,Australia,8,0.41,0.51,0.64,0.64,832,0.575
Monty,Thomazin,Male,923,9/16/1951,72,Quality Engineer,n/a,Mass Customer,N,Yes,13,30738 Muir Avenue,3105,VIC,Australia,10,1.07,1.34,1.67,1.42,838,0.574
Briano,Janowski,Male,924,7/17/1994,29,Analyst Programmer,n/a,Mass Customer,N,No,7,3259 Eagan Parkway,2066,NSW,Australia,8,0.4,0.4,0.5,0.43,838,0.574
Ginger,,Male,925,2/19/1939,85,Human Resources Manager,n/a,Mass Customer,N,No,11,160 Fremont Point,2259,NSW,Australia,8,0.4,0.4,0.5,0.43,840,0.571
Logan,Colomb,Male,926,1/1/1948,76,Recruiter,n/a,Mass Customer,N,Yes,19,266 Lakewood Terrace,2761,NSW,Australia,8,0.86,1.08,1.34,1.14,840,0.571
Nichols,Devinn,Male,927,9/29/1979,44,Recruiter,n/a,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,Australia,12,0.61,0.61,0.76,0.76,842,0.57
Catha,Davitt,Female,928,4/16/1958,66,Environmental Specialist,Property,High Net Worth,N,Yes,6,192 South Junction,2567,NSW,Australia,7,0.44,0.55,0.69,0.69,843,0.57
Melosa,McOwan,Female,929,4/17/2001,23,Compensation Analyst,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,NSW,Australia,9,0.41,0.41,0.51,0.44,843,0.57
Maris,Leete,Female,930,4/14/1973,51,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4,0.59,0.59,0.74,0.63,845,0.563
Wilburt,Padden,Male,931,9/30/1994,29,Engineer I,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,NSW,Australia,5,0.81,0.81,1.01,0.86,845,0.563
Rosabelle,Godsmark,Female,932,10/19/1995,28,Executive Secretary,n/a,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8,0.86,1.08,1.34,1.14,845,0.563
Guilbert,Bearns,Male,933,10/29/1982,41,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,Australia,8,0.56,0.7,0.88,0.74,845,0.563
Meridith,Urwin,Female,934,3/7/1997,27,Registered Nurse,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,NSW,Australia,7,0.57,0.71,0.89,0.89,845,0.563
Leeland,,Male,935,1/24/1957,67,VP Quality Control,Telecommunications,High Net Worth,N,No,12,9 Stephen Center,4122,QLD,Australia,4,0.41,0.41,0.51,0.51,845,0.563
Gerta,Porrett,Female,936,11/13/1959,64,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2,0.86,0.86,1.08,1.08,851,0.563
Karrah,Howell,Female,937,11/7/1956,67,Civil Engineer,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,NSW,Australia,9,0.43,0.43,0.54,0.46,851,0.563
Alick,Baise,Male,938,8/16/1998,25,Pharmacist,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,NSW,Australia,8,0.43,0.54,0.67,0.57,851,0.563
Casandra,Betteridge,Female,939,9/10/1942,81,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,68 Bluestem Center,3166,VIC,Australia,10,0.63,0.79,0.98,0.98,854,0.561
Maurine,Clee,Female,940,9/13/1980,43,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,0.89,1.11,1.39,1.39,854,0.561
Darwin,Bumpas,Male,941,12/27/1978,45,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,Australia,7,0.78,0.98,1.22,1.22,856,0.56
Hayes,Daveren,Male,942,3/27/1953,71,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,1 Becker Parkway,4350,QLD,Australia,2,0.51,0.64,0.8,0.8,856,0.56
Piper,Issacov,Female,943,11/8/1939,84,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9,0.49,0.61,0.77,0.77,856,0.56
Markus,Pendrey,Male,944,8/1/1959,64,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,0.57,0.71,0.89,0.89,859,0.558
Sile,Zappel,Female,945,3/29/1958,66,Business Systems Development Analyst,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,QLD,Australia,6,0.63,0.63,0.79,0.79,859,0.558
Craggy,Happel,Male,946,2/10/1979,45,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,0.51,0.64,0.8,0.8,859,0.558
Egor,Mariette,Male,947,11/26/1980,43,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,1.09,1.09,1.36,1.36,862,0.553
Reinald,Bembrigg,Male,948,8/21/1953,70,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,858 Portage Hill,2770,NSW,Australia,7,0.59,0.59,0.74,0.74,862,0.553
